,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,0.154,0.735,0,-12.889,1,0.0573,0.441,0.0702,0.645,0.398,133.746,79672,4
1,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973,4
2,0.259,0.985,1,-2.383,1,0.172,0.0118,0.0,0.267,0.497,177.056,134853,4
3,0.663,0.71,11,-5.55,0,0.0599,0.00745,0.00559,0.147,0.487,120.984,251589,4
4,0.575,0.985,2,-1.038,0,0.0743,0.04,0.0,0.161,0.477,116.006,177960,4
5,0.586,0.707,0,-8.851,1,0.383,0.323,0.00523,0.699,0.902,80.258,207968,4
6,0.553,0.907,9,-5.623,0,0.0484,0.00401,0.0,0.266,0.451,100.967,200693,4
7,0.616,0.8,11,-4.511,0,0.031,0.000144,1.1e-06,0.0812,0.782,125.111,244560,4
8,0.485,0.941,11,-3.55,0,0.0512,0.000847,5.36e-06,0.554,0.794,156.943,192080,4
9,0.421,0.926,10,-7.187,0,0.0403,0.0561,0.000759,0.0276,0.94,128.997,228907,4
10,0.493,0.966,2,-4.273,1,0.118,0.0589,0.0318,0.934,0.334,123.95,227427,4
11,0.411,0.911,10,-5.502,0,0.152,0.0228,4.07e-05,0.384,0.475,137.932,252333,4
12,0.284,0.985,0,-3.39,1,0.0706,0.000319,6.71e-05,0.349,0.691,141.995,386360,4
13,0.859,0.785,6,-8.516,1,0.352,0.46,2.93e-06,0.182,0.801,97.924,179653,4
14,0.288,0.84,2,-8.146,1,0.0609,7.48e-05,0.00112,0.16,0.731,148.701,243427,4
15,0.248,0.984,9,-1.784,0,0.113,0.00336,0.000165,0.218,0.215,126.596,239747,4
16,0.205,0.924,1,-6.672,1,0.0996,0.173,0.0158,0.809,0.433,154.207,264560,4
17,0.29,0.76,8,-8.37,1,0.0427,0.00124,0.924,0.0544,0.477,166.573,506867,3
18,0.475,0.176,9,-14.067,0,0.0373,0.906,0.0698,0.115,0.133,135.996,169920,4
19,0.331,0.814,4,-6.082,0,0.0575,0.000955,0.00669,0.299,0.188,126.994,331320,4
20,0.299,0.959,6,-3.51,0,0.119,0.14,0.122,0.935,0.338,126.374,431573,4
21,0.53,0.528,0,-12.096,1,0.0905,0.0152,0.0437,0.218,0.422,115.014,249607,4
22,0.293,0.854,2,-6.901,1,0.24,0.135,1.09e-05,0.977,0.321,182.333,291307,4
23,0.609,0.79,0,-8.951,1,0.0242,0.00213,0.000794,0.205,0.435,101.996,243474,4
24,0.739,0.513,11,-6.714,0,0.0439,0.012,0.0815,0.0521,0.713,122.021,204611,4
25,0.256,0.85,10,-10.419,1,0.0664,0.0544,9.04e-05,0.986,0.52,135.568,260613,4
26,0.239,0.926,9,-5.589,1,0.0509,2.26e-05,0.000396,0.685,0.52,176.674,225600,4
27,0.208,0.701,9,-10.907,1,0.0754,0.0117,0.00102,0.447,0.321,162.85,310120,4
28,0.376,0.916,7,-9.869,1,0.089,0.0159,0.00111,0.865,0.197,113.218,398656,4
29,0.736,0.442,10,-15.89,0,0.344,0.657,0.0,0.195,0.511,102.817,95733,4
30,0.218,0.671,5,-9.914,0,0.0445,0.000357,0.529,0.876,0.576,77.829,165280,4
31,0.451,0.851,9,-9.297,1,0.0791,0.0199,0.000625,0.076,0.488,122.153,228267,4
32,0.486,0.933,4,-5.332,1,0.0352,0.000798,0.167,0.244,0.431,138.678,266165,4
33,0.287,0.885,2,-3.986,1,0.0585,0.000868,0.00357,0.0953,0.343,97.573,193933,4
34,0.288,0.95,2,-5.948,1,0.176,0.343,0.835,0.549,0.231,136.907,239840,4
35,0.294,0.56,8,-11.551,0,0.0407,0.00512,0.0524,0.966,0.627,95.121,311187,4
36,0.379,0.358,9,-13.909,1,0.0641,0.143,0.00373,0.762,0.466,74.624,698280,4
37,0.595,0.751,0,-4.711,0,0.0601,0.133,0.0,0.317,0.837,109.493,175747,4
38,0.406,0.76,2,-12.579,1,0.0814,0.00715,4.11e-05,0.899,0.551,129.678,232867,4
39,0.495,0.731,5,-8.32,1,0.0276,0.00512,0.0471,0.0979,0.384,125.568,259773,4
40,0.566,0.951,2,-3.591,1,0.0464,0.000101,0.103,0.266,0.345,128.304,419075,4
41,0.284,0.449,9,-13.704,0,0.0253,0.000773,0.00122,0.0944,0.24,85.615,283595,4
42,0.335,0.923,3,-9.658,0,0.0408,0.00249,0.907,0.866,0.847,87.763,185467,4
43,0.703,0.827,0,-4.793,1,0.0262,0.0204,0.000278,0.324,0.752,120.202,203147,4
44,0.48,0.934,0,-1.382,1,0.0715,0.122,0.198,0.701,0.825,108.894,214893,4
45,0.214,0.861,2,-8.228,1,0.272,0.012,0.261,0.717,0.185,155.312,113107,4
46,0.443,0.975,7,-4.082,1,0.0751,4.21e-05,0.0106,0.358,0.33,142.763,182187,4
47,0.57,0.587,11,-6.179,0,0.0293,0.00486,0.012,0.106,0.358,118.155,246240,4
48,0.56,0.928,6,-4.594,1,0.0559,0.00144,0.00295,0.318,0.615,115.204,217893,4
49,0.379,0.771,1,-11.713,1,0.429,0.671,0.0,0.231,0.772,59.421,46021,3
50,0.348,0.571,0,-9.317,1,0.028,0.0513,0.65,0.0727,0.539,139.124,258360,4
51,0.335,0.925,7,-4.033,1,0.0681,0.0204,0.000211,0.975,0.359,97.629,421787,4
52,0.41,0.878,8,-5.502,0,0.0376,8.46e-05,0.0,0.693,0.247,80.002,283160,4
53,0.266,0.993,6,-3.916,1,0.0755,0.00157,0.768,0.994,0.409,126.242,225373,4
54,0.536,0.22,7,-14.683,1,0.0316,0.289,0.00393,0.111,0.147,116.96,221707,3
55,0.277,0.91,6,-4.082,1,0.047,0.033,0.000315,0.116,0.0548,153.788,189440,4
56,0.503,0.832,3,-5.681,1,0.0408,0.000219,0.749,0.604,0.393,81.969,220293,4
57,0.67,0.385,4,-16.244,1,0.938,0.404,0.0,0.618,0.44,122.481,38027,3
58,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,189357,4
59,0.594,0.46,9,-11.594,0,0.0284,0.0252,0.526,0.102,0.422,103.213,336947,4
60,0.616,0.364,4,-13.314,1,0.0405,0.435,0.743,0.106,0.61,88.674,66040,4
61,0.481,0.637,6,-11.026,0,0.0779,0.00331,0.00555,0.101,0.0799,160.074,201960,4
62,0.523,0.441,1,-14.118,1,0.0362,0.394,0.781,0.395,0.0492,115.464,307267,4
63,0.471,0.732,8,-7.77,0,0.0368,0.656,0.0,0.388,0.532,125.686,164519,4
64,0.5,0.36,2,-6.643,1,0.0269,0.301,0.0,0.0906,0.0972,102.716,196147,4
65,0.739,0.919,0,-7.648,1,0.054,0.167,3.21e-06,0.0361,0.966,146.612,134267,4
66,0.485,0.93,9,-6.738,1,0.0535,0.368,1.55e-06,0.961,0.82,128.716,156885,4
67,0.473,0.588,2,-10.407,1,0.0455,0.396,0.000169,0.157,0.629,81.317,521107,3
68,0.382,0.688,9,-12.569,1,0.0419,0.268,0.0928,0.184,0.207,121.352,430347,4
69,0.445,0.541,11,-6.048,1,0.0335,0.739,1.04e-05,0.0888,0.0773,120.922,249947,4
70,0.24,0.892,1,-2.37,1,0.0466,0.00114,0.00245,0.106,0.268,154.65,328867,4
71,0.657,0.633,0,-5.508,1,0.0259,0.0491,0.0,0.103,0.347,109.008,187533,4
72,0.296,0.958,9,-7.842,1,0.177,0.00214,0.0862,0.538,0.231,146.747,180319,4
73,0.642,0.479,9,-11.645,1,0.0498,0.000176,0.929,0.0977,0.802,130.008,288800,4
74,0.744,0.528,7,-7.957,1,0.0426,0.0035,0.0047,0.0815,0.654,123.541,242533,4
75,0.0822,0.928,2,-9.021,1,0.116,0.0181,1.81e-06,0.899,0.0439,171.468,589166,4
76,0.505,0.68,4,-4.873,1,0.0352,0.00147,1.04e-06,0.0529,0.522,126.599,224853,4
77,0.607,0.891,9,-4.56,0,0.0387,0.0417,0.00521,0.314,0.462,120.012,253160,3
78,0.403,0.82,4,-4.411,1,0.0328,0.246,0.000799,0.719,0.368,166.731,348267,4
79,0.46,0.807,7,-6.433,1,0.03,0.00312,5.6e-06,0.118,0.738,124.827,191013,4
80,0.573,0.703,11,-5.599,1,0.0353,0.162,1.19e-06,0.0841,0.372,76.582,289000,4
81,0.522,0.932,5,-6.078,0,0.0723,2.38e-05,0.0177,0.0735,0.556,105.079,146307,4
82,0.459,0.954,0,-5.615,1,0.0674,0.000624,1.12e-06,0.337,0.651,141.771,123347,4
83,0.377,0.958,7,-4.174,1,0.0898,0.0073,2.79e-06,0.281,0.372,148.016,269413,4
84,0.425,0.572,4,-7.264,0,0.0485,0.00313,0.00888,0.336,0.425,98.028,157627,4
85,0.483,0.838,2,-7.17,1,0.042,7.69e-06,0.744,0.365,0.667,133.967,188133,4
86,0.598,0.672,9,-7.39,1,0.0285,9.8e-05,0.641,0.148,0.23,124.006,216387,4
87,0.411,0.951,2,-3.64,1,0.0836,0.0125,1.66e-06,0.937,0.338,151.076,242093,4
88,0.558,0.683,10,-12.252,0,0.0587,0.101,0.00303,0.393,0.395,155.029,345307,4
89,0.308,0.74,9,-8.832,0,0.0626,0.0561,0.000115,0.21,0.216,163.179,337973,4
90,0.613,0.887,7,-5.989,1,0.0263,0.0643,2.92e-05,0.168,0.76,132.834,200627,4
91,0.349,0.845,2,-7.151,1,0.121,0.000122,3.54e-05,0.191,0.681,121.984,131333,4
92,0.243,0.988,5,-5.907,1,0.0934,0.0412,0.0095,0.95,0.278,104.167,225295,4
93,0.52,0.812,10,-4.375,0,0.0369,3.7e-05,0.697,0.725,0.745,134.968,225800,4
94,0.241,0.3,2,-10.951,1,0.0293,0.471,0.746,0.0673,0.0683,93.53,330240,3
95,0.493,0.55,4,-11.016,0,0.0297,0.619,0.0482,0.281,0.371,117.163,435147,4
96,0.341,0.964,11,-5.327,0,0.107,1.26e-05,0.000103,0.151,0.459,152.192,156427,4
97,0.687,0.68,7,-7.726,0,0.0489,0.000489,0.024,0.0724,0.674,87.314,257733,4
98,0.781,0.979,0,-5.1,1,0.288,0.057,3.83e-06,0.591,0.523,140.214,196905,4
99,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187,4
100,0.297,0.933,4,-6.195,0,0.115,0.114,0.000116,0.816,0.304,141.453,243851,4
101,0.362,0.978,2,-5.587,1,0.0642,0.00438,0.0368,0.945,0.44,104.29,166800,4
102,0.314,0.523,11,-6.757,1,0.0287,0.22,9.07e-05,0.417,0.225,131.832,259520,4
103,0.68,0.639,5,-6.233,0,0.0278,0.017,5.09e-06,0.0398,0.957,106.991,164867,4
104,0.536,0.846,0,-5.35,1,0.026,0.062,0.00316,0.101,0.627,92.004,196400,4
105,0.284,0.978,1,-3.124,1,0.166,4.4e-05,8.23e-05,0.859,0.326,109.917,273565,4
106,0.498,0.668,7,-6.18,1,0.0947,0.00531,0.0742,0.111,0.0365,142.697,376093,4
107,0.634,0.985,6,-2.737,1,0.112,0.00343,0.00907,0.852,0.472,110.064,222187,4
108,0.337,0.882,0,-5.787,1,0.0742,0.185,0.0,0.939,0.392,113.991,163474,4
109,0.524,0.922,1,-5.077,1,0.0876,0.0347,0.0,0.0727,0.743,128.352,205933,3
110,0.685,0.787,4,-4.402,0,0.0398,0.2,0.0,0.328,0.652,89.659,203533,4
111,0.385,0.263,4,-12.185,1,0.0274,0.593,4.86e-06,0.132,0.106,78.06,287805,4
112,0.633,0.684,0,-3.858,1,0.0265,0.159,1.41e-06,0.368,0.727,132.999,226360,4
113,0.405,0.773,11,-8.499,1,0.0535,0.0542,0.225,0.658,0.338,72.483,299427,4
114,0.261,0.678,2,-7.772,1,0.0377,0.00056,0.171,0.106,0.787,186.677,306587,4
115,0.387,0.41,2,-9.271,1,0.0289,0.155,0.0,0.102,0.253,147.769,252747,4
116,0.545,0.98,11,-3.103,1,0.451,0.0357,1.93e-05,0.315,0.355,143.858,137547,4
117,0.548,0.87,4,-7.14,1,0.0666,0.411,0.0,0.977,0.524,109.0,385167,4
118,0.594,0.887,11,-5.356,1,0.0839,0.00045,0.000225,0.124,0.606,109.988,177973,4
119,0.321,0.912,9,-5.503,1,0.218,0.108,0.0,0.688,0.239,137.074,82916,4
120,0.66,0.622,1,-9.688,0,0.196,0.291,3.66e-05,0.366,0.629,72.57,176000,4
121,0.194,0.984,0,-3.242,1,0.292,7.31e-05,0.0416,0.947,0.149,146.453,269573,4
122,0.145,0.786,2,-3.335,1,0.0576,0.393,0.000124,0.92,0.586,138.825,160406,4
123,0.801,0.714,6,-10.649,1,0.381,0.262,1.52e-06,0.681,0.496,120.83,191907,4
124,0.707,0.263,10,-12.08,1,0.0493,0.746,0.0361,0.107,0.485,110.835,285133,4
125,0.641,0.987,0,-2.966,1,0.0339,0.0622,0.0,0.455,0.966,124.277,162600,4
126,0.466,0.89,9,-10.684,1,0.0443,0.0216,0.0,0.0807,0.738,137.707,262200,4
127,0.353,0.97,6,-10.851,1,0.0669,0.00842,0.915,0.357,0.695,144.525,27428,3
128,0.643,0.811,4,-9.113,1,0.0578,0.168,0.014,0.913,0.647,106.932,346227,4
129,0.597,0.871,0,-5.112,1,0.0293,0.0411,0.0,0.168,0.513,129.003,267333,4
130,0.591,0.886,7,-3.252,1,0.0397,0.0736,0.0,0.0813,0.788,166.025,193293,4
131,0.64,0.924,11,-4.159,1,0.089,0.00163,0.0149,0.0455,0.151,94.542,294133,4
132,0.505,0.87,2,-3.719,1,0.0754,0.000652,1.16e-06,0.182,0.467,139.247,229400,4
133,0.45,0.96,10,-4.038,1,0.104,0.000284,5.23e-05,0.0731,0.778,163.993,122693,4
134,0.506,0.826,2,-4.768,1,0.0361,0.00234,0.000342,0.275,0.65,117.625,294053,4
135,0.576,0.948,4,-4.419,1,0.0487,0.000234,0.00798,0.0864,0.48,127.996,200627,4
136,0.582,0.77,6,-10.532,0,0.0599,0.00325,0.3,0.989,0.629,159.996,259353,4
137,0.558,0.93,0,-2.885,1,0.0316,0.0147,0.000262,0.143,0.612,123.972,179147,4
138,0.44,0.971,9,-2.498,0,0.0448,0.0127,0.339,0.371,0.735,136.086,220720,4
139,0.39,0.88,9,-4.662,1,0.0358,3.67e-05,0.00799,0.0788,0.658,104.065,284693,4
140,0.278,0.896,4,-4.763,1,0.0778,7.54e-05,0.000287,0.385,0.256,98.277,268160,4
141,0.216,0.992,6,-4.715,0,0.0965,0.00578,5.11e-05,0.964,0.127,99.999,240321,4
142,0.479,0.839,0,-5.863,1,0.0443,8.59e-06,0.000226,0.104,0.269,113.958,274933,4
143,0.0992,0.967,7,-3.38,1,0.0864,0.000679,0.574,0.85,0.138,158.988,282240,4
144,0.475,0.668,7,-5.37,1,0.0334,0.0473,0.0,0.0973,0.183,116.036,328080,4
145,0.578,0.89,0,-10.167,1,0.0445,0.0929,1.03e-06,0.407,0.521,131.382,184840,4
146,0.421,0.948,11,-3.927,1,0.0898,0.346,0.000476,0.158,0.542,115.658,151453,4
147,0.48,0.953,0,-3.732,1,0.0557,0.000471,0.0,0.373,0.701,150.077,202898,4
148,0.582,0.925,6,-4.365,0,0.051,0.00699,3.23e-06,0.105,0.793,96.01,210360,4
149,0.4,0.995,1,-5.024,1,0.142,0.00184,0.905,0.175,0.0386,123.987,192973,4
150,0.43,0.978,11,-4.879,1,0.061,0.0195,0.00568,0.68,0.637,137.154,287600,4
151,0.619,0.137,11,-10.865,0,0.0644,0.919,0.0,0.108,0.197,113.139,200880,4
152,0.244,0.859,0,-4.57,1,0.0423,0.0194,0.0279,0.117,0.567,182.956,280693,4
153,0.506,0.752,7,-9.016,1,0.0389,0.0711,0.00712,0.06,0.778,142.229,219345,4
154,0.306,0.422,1,-8.691,0,0.0315,0.208,0.00098,0.117,0.135,80.993,257382,4
155,0.574,0.965,6,-4.444,0,0.0737,0.000573,0.000377,0.51,0.632,136.038,231493,4
156,0.514,0.934,9,-5.03,1,0.0839,0.0212,0.0,0.672,0.551,140.963,234227,4
157,0.15,0.945,9,-6.127,1,0.242,0.0303,0.00265,0.893,0.238,171.82,330293,4
158,0.439,0.945,0,-3.814,1,0.0577,0.000114,0.0,0.113,0.195,124.072,238160,4
159,0.332,0.742,9,-10.63,1,0.0917,0.51,0.188,0.106,0.55,87.335,370733,4
160,0.301,0.965,11,-4.732,1,0.0872,0.00059,0.583,0.976,0.337,138.272,396080,4
161,0.229,0.621,7,-5.128,0,0.0393,0.000181,4.37e-05,0.239,0.172,117.994,255733,4
162,0.563,0.739,4,-5.448,1,0.0268,0.00411,6.62e-05,0.364,0.671,119.728,205920,4
163,0.581,0.773,9,-5.046,0,0.0272,0.00259,0.000578,0.114,0.397,100.013,278000,4
164,0.353,0.955,4,-3.751,1,0.0568,0.0314,0.0014,0.952,0.685,143.025,194040,4
165,0.545,0.98,11,-3.103,1,0.451,0.0357,1.93e-05,0.315,0.355,143.858,137547,4
166,0.487,0.453,6,-11.864,0,0.119,0.502,0.0,0.15,0.512,102.397,207827,4
167,0.37,0.945,4,-4.2,1,0.0494,0.00136,0.0,0.0987,0.485,162.795,248840,4
168,0.245,0.937,10,-7.404,0,0.0523,2.39e-05,0.000723,0.98,0.37,98.34,303602,4
169,0.468,0.839,9,-7.406,1,0.0361,0.45,0.481,0.147,0.934,151.825,242027,4
170,0.375,0.497,9,-12.703,1,0.0394,0.173,0.000838,0.121,0.446,194.362,280517,4
171,0.655,0.94,2,-3.702,1,0.055,0.104,5.36e-05,0.158,0.852,138.106,262800,4
172,0.703,0.591,6,-8.338,0,0.0359,0.016,0.00112,0.297,0.37,107.077,193800,4
173,0.643,0.859,1,-5.912,0,0.0284,0.105,4.9e-05,0.117,0.594,109.002,254360,4
174,0.392,0.682,2,-9.837,1,0.0996,0.545,9.71e-06,0.989,0.553,79.725,254146,4
175,0.442,0.91,7,-5.25,1,0.0734,0.00185,0.00669,0.095,0.772,184.257,149293,4
176,0.563,0.809,2,-4.98,1,0.0696,0.00236,0.000717,0.0723,0.477,127.453,251453,4
177,0.453,0.534,0,-9.14,1,0.0308,0.321,0.00139,0.982,0.57,91.049,428592,4
178,0.487,0.945,2,-8.48,1,0.0474,9.05e-05,0.004,0.0836,0.518,139.807,220427,4
179,0.672,0.669,2,-5.287,1,0.0987,0.185,0.00676,0.0986,0.591,96.64,237173,4
180,0.373,0.982,5,-6.854,0,0.158,4.51e-05,0.468,0.95,0.113,106.978,277180,4
181,0.735,0.713,8,-6.352,0,0.124,0.0632,7.95e-05,0.0528,0.213,130.306,228800,5
182,0.502,0.977,1,-3.266,1,0.134,0.0199,9.5e-05,0.169,0.343,99.963,201160,4
183,0.473,0.838,2,-12.05,1,0.0739,0.000265,0.943,0.237,0.256,128.83,85133,4
184,0.431,0.995,6,-5.053,1,0.0989,0.0339,0.0135,0.145,0.198,139.233,287280,4
185,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
186,0.583,0.786,4,-5.809,1,0.036,0.123,0.00803,0.109,0.337,113.942,230747,4
187,0.478,0.83,2,-9.586,1,0.0429,0.00116,0.22,0.628,0.351,96.97,277667,4
188,0.465,0.972,11,-4.157,0,0.108,0.000464,1.54e-05,0.115,0.27,124.339,284053,4
189,0.454,0.909,2,-5.23,1,0.0555,0.000183,0.00026,0.371,0.3,106.044,257547,4
190,0.623,0.903,8,-4.855,1,0.0417,0.00146,7.65e-06,0.0372,0.48,124.02,186293,4
191,0.214,0.943,4,-5.543,0,0.105,0.000371,0.0116,0.517,0.279,174.929,174680,4
192,0.763,0.704,1,-5.92,1,0.0944,0.019,0.0,0.101,0.585,98.002,188933,4
193,0.363,0.751,6,-6.433,1,0.0356,0.00317,6.27e-05,0.583,0.309,104.252,444983,4
194,0.601,0.782,5,-5.364,1,0.0483,0.000486,0.000834,0.641,0.31,114.119,288733,4
195,0.43,0.982,5,-3.779,1,0.088,3.38e-06,0.701,0.934,0.223,111.94,310000,4
196,0.408,0.696,1,-5.957,1,0.0307,0.27,1.1e-05,0.266,0.493,141.667,228013,3
197,0.229,0.909,6,-5.48,1,0.0779,0.00315,6.66e-05,0.148,0.354,163.786,320787,4
198,0.185,0.625,0,-4.612,1,0.042,0.000159,0.0021,0.218,0.0,145.106,29493,4
199,0.177,0.964,9,-4.996,1,0.0685,1.7e-05,0.465,0.411,0.38,164.201,191640,4
200,0.448,0.745,0,-4.956,0,0.0542,0.205,0.0,0.166,0.393,154.09,219107,4
201,0.183,0.458,2,-9.651,0,0.0459,0.876,0.776,0.355,0.0661,69.352,277053,4
202,0.166,0.935,4,-5.01,0,0.11,0.000945,0.00803,0.977,0.0397,127.57,202853,4
203,0.347,0.98,5,-4.62,0,0.201,0.0815,0.0,0.974,0.211,124.126,260533,4
204,0.407,0.619,2,-11.001,1,0.197,0.236,0.00399,0.956,0.647,156.405,265387,4
205,0.406,0.977,5,-3.718,0,0.0946,0.00132,3.85e-05,0.15,0.286,130.913,181147,4
206,0.488,0.892,2,-7.131,1,0.0496,0.0763,0.486,0.266,0.675,132.554,285053,4
207,0.505,0.533,2,-7.064,1,0.027,0.000719,7.45e-06,0.109,0.1,108.988,390800,4
208,0.358,0.918,6,-2.472,0,0.0722,0.157,9.09e-06,0.369,0.489,139.327,249227,4
209,0.263,0.935,0,-7.934,1,0.143,0.778,7.19e-06,0.944,0.609,147.924,19867,3
210,0.29,0.714,7,-5.403,1,0.0317,0.0133,0.0,0.139,0.256,178.547,265773,4
211,0.819,0.611,1,-9.167,1,0.0721,0.00351,0.47,0.123,0.78,129.283,202693,4
212,0.558,0.702,7,-6.599,1,0.0243,0.0295,0.000945,0.152,0.53,102.04,196280,4
213,0.498,0.746,2,-8.958,0,0.0471,0.00414,0.0249,0.108,0.561,110.815,248721,4
214,0.467,0.81,9,-3.593,0,0.072,0.512,3.71e-05,0.324,0.474,138.935,124236,4
215,0.511,0.631,4,-5.17,1,0.037,0.849,0.000109,0.103,0.521,69.775,185000,4
216,0.851,0.626,1,-6.825,1,0.0613,0.00249,0.0998,0.031,0.446,130.001,444907,4
217,0.427,0.923,1,-7.179,1,0.0422,0.0577,0.000815,0.0244,0.916,128.619,228907,4
218,0.24,0.981,2,-8.884,1,0.068,4.32e-06,0.755,0.0767,0.557,175.766,122307,4
219,0.582,0.743,4,-8.501,1,0.0385,0.0565,0.0,0.133,0.812,104.294,125400,4
220,0.44,0.95,2,-2.398,1,0.043,0.00541,0.00138,0.0695,0.497,110.116,237520,4
221,0.667,0.696,9,-11.613,1,0.0338,0.086,0.0,0.1,0.89,143.051,152507,4
222,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
223,0.257,0.809,1,-4.717,0,0.0387,0.00703,0.00116,0.199,0.16,99.847,302760,4
224,0.357,0.398,2,-11.85,1,0.046,0.147,1.07e-05,0.113,0.44,118.51,368411,4
225,0.409,0.323,1,-22.641,1,0.0322,0.857,0.993,0.135,0.469,95.568,154093,3
226,0.262,0.885,0,-5.288,1,0.0831,0.000359,0.00426,0.254,0.178,166.645,135573,4
227,0.716,0.644,5,-5.174,1,0.0295,0.178,0.000823,0.123,0.884,115.025,248040,4
228,0.441,0.965,6,-3.003,0,0.0599,0.00105,0.108,0.146,0.253,130.959,260080,4
229,0.379,0.971,8,-4.963,0,0.175,0.000641,1.51e-05,0.99,0.0872,130.069,283387,4
230,0.611,0.732,9,-4.137,0,0.0347,0.002,0.0,0.12,0.475,113.451,257693,4
231,0.556,0.851,6,-2.981,0,0.0443,4.46e-05,1.97e-05,0.211,0.271,114.948,211027,4
232,0.18,0.371,4,-9.033,0,0.0332,0.583,0.00217,0.116,0.0388,139.671,314489,4
233,0.514,0.797,4,-6.659,1,0.084,0.00157,0.0125,0.218,0.525,147.924,186147,4
234,0.463,0.967,4,-5.781,0,0.0901,0.000322,0.357,0.308,0.741,145.915,181267,4
235,0.732,0.653,7,-7.804,0,0.0427,0.0158,0.295,0.0851,0.848,178.058,264208,4
236,0.293,0.934,4,-4.513,1,0.0415,0.00466,0.0,0.634,0.746,194.049,220880,4
237,0.457,0.615,2,-7.946,1,0.0292,0.0832,5.16e-05,0.875,0.287,79.894,524320,4
238,0.607,0.778,7,-5.739,1,0.0422,0.45,0.0,0.469,0.665,95.397,333200,4
239,0.271,0.766,5,-8.03,1,0.0329,0.00217,0.52,0.0707,0.803,142.914,428851,4
240,0.412,0.793,9,-4.592,1,0.0336,0.000228,0.251,0.0871,0.816,83.346,267080,4
241,0.337,0.935,7,-4.632,1,0.0922,0.0288,0.00016,0.125,0.471,98.056,192000,4
242,0.59,0.881,2,-5.167,1,0.0393,0.00382,1.65e-05,0.0861,0.652,118.023,225533,4
243,0.524,0.69,4,-2.593,0,0.0271,0.156,0.0,0.223,0.248,76.032,213189,4
244,0.603,0.963,11,-4.361,0,0.0964,0.0133,7.9e-06,0.982,0.501,109.835,187467,4
245,0.414,0.945,1,-5.376,1,0.104,0.0273,0.0157,0.959,0.213,93.118,179387,4
246,0.32,0.899,9,-7.681,1,0.155,0.0829,0.00402,0.488,0.135,134.096,282813,4
247,0.543,0.875,1,-5.784,0,0.0376,0.00332,0.000132,0.969,0.55,142.995,220044,4
248,0.354,0.924,8,-3.597,1,0.0739,0.0215,0.0,0.118,0.486,126.912,247186,4
249,0.849,0.496,11,-12.393,0,0.051,0.0138,0.436,0.208,0.428,129.178,217307,4
250,0.203,0.976,9,-5.203,1,0.0846,3.62e-05,0.00783,0.821,0.23,130.524,282917,4
251,0.464,0.927,9,-5.138,1,0.0483,0.0191,0.237,0.263,0.544,106.715,251387,4
252,0.531,0.969,11,-3.967,1,0.0574,2.44e-05,0.0263,0.0912,0.545,103.507,257520,4
253,0.437,0.718,0,-8.052,1,0.0742,0.000739,0.0529,0.0965,0.241,123.77,279960,4
254,0.309,0.926,6,-5.561,1,0.0643,0.0522,0.0018,0.957,0.482,99.404,381507,4
255,0.445,0.869,0,-5.57,1,0.0414,0.0261,0.0189,0.213,0.508,95.105,196016,4
256,0.732,0.912,11,-5.383,0,0.0505,0.0187,0.0,0.461,0.881,114.028,180053,4
257,0.42,0.832,4,-2.892,1,0.0335,0.351,0.0,0.769,0.499,136.854,289213,4
258,0.573,0.99,6,-2.871,1,0.179,0.00772,4.05e-05,0.346,0.674,101.032,171360,4
259,0.312,0.365,0,-11.004,0,0.0289,0.0227,0.0,0.0855,0.161,141.818,282667,4
260,0.29,0.401,0,-10.616,1,0.0299,0.00171,0.0512,0.969,0.214,80.732,312000,3
261,0.464,0.608,9,-9.423,1,0.0518,0.0965,0.736,0.111,0.144,96.866,258067,4
262,0.48,0.52,1,-11.988,1,0.0429,0.216,0.0297,0.258,0.611,109.464,588347,4
263,0.482,0.723,10,-10.08,0,0.0425,5.66e-05,0.000432,0.0939,0.554,117.051,250013,4
264,0.575,0.854,1,-5.847,0,0.0362,0.000252,0.676,0.351,0.587,113.075,214040,4
265,0.524,0.929,2,-4.3,1,0.0691,0.000201,0.768,0.501,0.513,108.468,180573,4
266,0.607,0.687,2,-6.341,0,0.0477,0.0715,0.37,0.192,0.671,109.954,281920,4
267,0.227,0.992,0,-3.934,0,0.186,0.0282,0.533,0.389,0.115,187.878,237467,4
268,0.407,0.453,11,-10.135,0,0.0352,0.0202,0.452,0.104,0.0706,127.959,411373,4
269,0.469,0.986,8,-3.491,1,0.0624,0.000552,0.284,0.418,0.397,125.029,270106,4
270,0.449,0.809,7,-5.65,1,0.0439,0.176,3.95e-05,0.0786,0.795,150.091,287093,4
271,0.528,0.397,9,-12.024,1,0.0926,0.00562,3.64e-06,0.43,0.579,128.475,234333,4
272,0.193,0.847,3,-7.05,0,0.0579,0.0296,0.501,0.875,0.0867,133.424,189493,4
