,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
16102,0.169,0.988,8,-4.062,1,0.0865,0.000936,0.401,0.976,0.54,163.769,127240,4
16103,0.712,0.706,8,-7.009,1,0.037,0.167,0.0,0.0496,0.736,129.038,211667,4
16104,0.335,0.939,9,-9.464,1,0.101,0.00372,0.00422,0.779,0.206,106.636,287053,4
16105,0.513,0.933,9,-5.112,1,0.0482,0.00549,0.0,0.406,0.867,153.402,229467,4
16106,0.657,0.466,9,-7.626,1,0.0255,0.285,6.52e-05,0.0657,0.412,93.041,199907,4
16107,0.389,0.26,0,-9.035,1,0.0309,0.906,1.05e-06,0.111,0.115,174.379,176534,4
16108,0.69,0.813,6,-4.51,0,0.106,0.0375,0.033,0.0632,0.528,112.001,255840,4
16109,0.439,0.231,7,-22.074,1,0.0376,0.115,0.000459,0.976,0.218,98.947,271287,4
16110,0.453,0.895,2,-9.143,1,0.0649,0.0348,0.00128,0.299,0.446,128.313,210227,4
16111,0.665,0.523,8,-16.879,1,0.375,0.796,0.0767,0.0964,0.102,199.919,78760,4
16112,0.862,0.8,6,-8.054,1,0.321,0.495,4.86e-06,0.381,0.809,97.884,179722,4
16113,0.224,0.945,1,-5.741,1,0.1,0.0553,0.441,0.83,0.231,137.672,235907,4
16114,0.27,0.842,1,-5.993,1,0.0489,4.9e-05,0.0402,0.103,0.391,109.316,262107,4
16115,0.447,0.967,0,-2.706,1,0.0793,0.00448,0.0,0.487,0.606,179.991,162720,4
16116,0.356,0.988,2,-3.77,1,0.0711,6.53e-05,0.00171,0.378,0.562,179.977,187067,4
16117,0.461,0.726,0,-5.138,1,0.0285,0.00794,0.427,0.473,0.522,111.117,206760,4
16118,0.3,0.668,4,-13.002,1,0.112,0.00856,7.64e-05,0.962,0.501,128.264,214366,4
16119,0.48,0.966,11,-2.64,0,0.102,0.176,6.44e-06,0.27,0.719,172.372,207667,4
16120,0.716,0.103,10,-18.286,1,0.0491,0.971,3.04e-06,0.0465,0.413,77.702,252627,4
16121,0.259,0.736,9,-9.356,1,0.211,0.249,0.00344,0.0873,0.281,79.722,232733,4
16122,0.484,0.781,0,-5.661,1,0.0377,0.00696,0.0642,0.0874,0.142,131.797,232347,3
16123,0.432,0.961,0,-2.66,1,0.113,0.0019,0.0,0.107,0.489,136.091,187987,4
16124,0.289,0.953,8,-7.795,1,0.0613,0.00111,0.27,0.0865,0.12,116.203,281227,4
16125,0.335,0.972,4,-4.931,0,0.208,0.0827,0.00372,0.931,0.337,152.321,243907,4
16126,0.759,0.815,7,-9.929,1,0.052,0.655,1.18e-05,0.159,0.599,127.569,264630,4
16127,0.301,0.675,9,-6.781,1,0.034,0.00185,0.0165,0.113,0.526,180.773,335027,4
16128,0.539,0.435,9,-10.818,1,0.0845,0.585,0.0261,0.107,0.228,85.591,328560,4
16129,0.383,0.9,7,-5.42,1,0.134,0.00085,1.94e-06,0.271,0.286,183.96,214797,4
16130,0.483,0.756,4,-3.706,0,0.0338,2.63e-06,0.592,0.142,0.295,119.907,224573,4
16131,0.438,0.926,2,-7.535,1,0.0437,9.66e-05,0.000404,0.204,0.378,125.005,399587,4
16132,0.468,0.524,1,-12.38,0,0.0474,0.00064,0.0221,0.131,0.537,136.293,234747,4
16133,0.528,0.86,7,-8.912,1,0.0558,0.0147,0.0121,0.605,0.514,130.904,257147,4
16134,0.467,0.885,6,-2.89,0,0.0511,0.0149,1.25e-06,0.401,0.741,139.492,185640,4
16135,0.248,0.995,8,-5.409,1,0.179,0.00139,0.107,0.105,0.19,190.872,202413,4
16136,0.24,0.788,1,-8.379,1,0.082,0.00152,0.137,0.945,0.282,128.47,323347,4
16137,0.457,0.488,2,-15.066,1,0.362,0.859,0.00527,0.195,0.399,126.242,224164,4
16138,0.484,0.244,7,-13.745,1,0.0353,0.768,9.23e-06,0.106,0.187,147.646,170493,4
16139,0.521,0.836,10,-5.101,1,0.0636,0.308,0.0,0.514,0.59,164.084,228613,4
16140,0.476,0.883,4,-4.413,1,0.0534,0.00495,0.0,0.0983,0.212,126.231,252280,4
16141,0.447,0.936,7,-3.239,1,0.0748,0.00888,0.0114,0.138,0.193,119.809,304840,4
16142,0.163,0.858,0,-9.208,1,0.119,0.479,0.0154,0.992,0.395,72.811,162800,3
16143,0.252,0.907,6,-6.351,1,0.0974,5.53e-05,0.144,0.336,0.478,195.831,244048,4
16144,0.399,0.979,9,-2.742,1,0.358,0.114,1.13e-05,0.909,0.417,154.093,200373,4
16145,0.376,0.988,5,-2.25,0,0.168,0.0207,0.000105,0.95,0.0511,119.363,364693,4
16146,0.575,0.553,7,-9.187,1,0.0259,0.033,8.22e-05,0.382,0.377,90.954,298136,4
16147,0.392,0.952,6,-6.297,1,0.157,0.00833,0.149,0.794,0.367,101.086,311251,4
16148,0.163,0.977,4,-3.585,0,0.0591,3.64e-05,0.0052,0.0555,0.369,178.44,350644,4
16149,0.61,0.735,5,-6.075,1,0.03,0.0158,0.000507,0.0851,0.0775,96.024,278400,4
16150,0.343,0.99,9,-4.814,1,0.089,0.507,0.00114,0.965,0.231,99.263,243567,4
16151,0.536,0.972,5,-3.983,1,0.0416,0.0129,0.875,0.1,0.482,107.991,264373,4
16152,0.639,0.671,9,-6.404,1,0.032,0.443,0.000181,0.954,0.359,121.906,275750,4
16153,0.502,0.858,1,-5.8,0,0.0463,0.0011,0.0844,0.0646,0.217,89.031,467627,4
16154,0.303,0.919,7,-6.293,1,0.408,0.039,3.22e-05,0.469,0.164,121.792,159893,4
16155,0.419,0.779,4,-6.828,1,0.039,0.0239,0.369,0.567,0.17,99.217,229973,4
16156,0.705,0.762,4,-5.025,0,0.0363,0.00669,0.00614,0.122,0.517,107.97,213907,4
16157,0.854,0.667,11,-6.513,1,0.328,0.269,0.0,0.11,0.666,100.979,245707,4
16158,0.451,0.489,2,-7.948,1,0.0251,0.118,0.109,0.257,0.292,81.752,223040,4
16159,0.524,0.949,9,-3.986,1,0.0352,0.000643,1.79e-06,0.104,0.457,93.03,191760,4
16160,0.2,0.434,9,-14.274,0,0.0294,0.263,0.0,0.117,0.37,83.876,310933,4
16161,0.348,0.806,3,-3.963,0,0.0439,0.0156,0.0,0.301,0.398,86.076,224000,4
16162,0.501,0.485,6,-8.525,1,0.0255,0.173,0.0,0.0902,0.0656,103.937,176493,4
16163,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,241960,4
16164,0.62,0.789,0,-4.511,1,0.0328,0.0396,0.00305,0.0564,0.481,134.033,188667,4
16165,0.223,0.962,6,-4.374,1,0.0965,0.00529,1.5e-06,0.992,0.208,151.985,258787,4
16166,0.494,0.829,9,-4.391,1,0.039,0.0197,0.0,0.114,0.392,126.81,275120,4
16167,0.37,0.942,11,-3.251,0,0.117,0.0101,0.000333,0.914,0.427,157.489,350640,4
16168,0.419,0.514,9,-11.642,0,0.0285,0.0619,0.000287,0.795,0.634,172.159,224583,4
16169,0.523,0.917,10,-4.708,0,0.0678,0.000403,0.0179,0.104,0.48,101.474,216693,4
16170,0.36,0.87,7,-9.208,1,0.144,0.264,1.79e-05,0.971,0.504,95.48,421487,4
16171,0.436,0.852,7,-6.144,0,0.039,8.19e-06,0.282,0.113,0.554,168.892,225293,4
16172,0.215,0.87,2,-10.92,1,0.351,0.881,0.112,0.976,0.462,144.877,41455,3
16173,0.544,0.843,11,-0.246,0,0.0318,0.0379,0.000252,0.0616,0.611,90.083,249293,4
16174,0.613,0.629,9,-7.157,0,0.0411,0.00607,0.0514,0.0768,0.911,104.98,168173,4
16175,0.665,0.798,4,-7.456,0,0.051,0.244,0.0858,0.983,0.622,94.665,533223,4
16176,0.545,0.954,7,-5.09,1,0.0546,0.000447,0.0,0.0912,0.838,157.963,156680,4
16177,0.19,0.726,9,-8.483,0,0.0732,0.557,0.00192,0.369,0.502,147.46,463926,3
16178,0.502,0.568,2,-8.21,1,0.0433,0.807,1.83e-06,0.96,0.323,125.087,283573,4
16179,0.46,0.953,4,-3.786,1,0.0765,0.0589,0.0,0.974,0.47,85.018,236493,4
16180,0.581,0.785,4,-5.786,1,0.036,0.133,0.00522,0.0987,0.318,113.97,232733,4
16181,0.426,0.502,8,-6.432,1,0.0317,0.861,0.0193,0.113,0.436,66.091,99693,4
16182,0.372,0.345,5,-14.343,1,0.0658,0.79,0.000164,0.965,0.244,97.046,327813,3
16183,0.145,0.386,7,-19.149,1,0.0525,0.0275,0.617,0.372,0.298,184.371,77655,5
16184,0.466,0.591,9,-6.588,1,0.0348,0.00875,0.0105,0.145,0.532,131.121,140893,4
16185,0.336,0.884,8,-10.017,0,0.101,0.00118,0.38,0.129,0.643,138.616,475467,4
16186,0.411,0.904,7,-6.652,0,0.063,9.37e-05,7.57e-06,0.565,0.679,112.24,194587,4
16187,0.507,0.985,0,-2.392,1,0.153,0.228,3.31e-05,0.19,0.394,150.059,139560,4
16188,0.696,0.819,2,-5.222,1,0.0418,0.0549,0.00323,0.0772,0.428,90.017,266251,4
16189,0.671,0.879,8,-6.99,1,0.0278,2.5e-05,0.0262,0.0864,0.505,127.002,243160,4
16190,0.425,0.837,11,-10.096,1,0.0318,2.04e-06,0.366,0.108,0.441,128.13,235000,4
16191,0.592,0.834,0,-5.469,1,0.13,0.0652,4.96e-05,0.0689,0.754,146.089,189761,4
16192,0.407,0.952,5,-4.915,0,0.156,0.000568,0.0329,0.205,0.506,143.006,209293,4
16193,0.257,0.82,11,-6.507,1,0.0671,0.00465,0.0218,0.0996,0.255,152.649,183387,4
16194,0.471,0.374,4,-12.334,1,0.0305,0.000656,0.391,0.119,0.44,106.005,454373,4
16195,0.509,0.944,7,-3.474,1,0.0396,0.00499,8.24e-06,0.38,0.699,132.984,168987,4
16196,0.506,0.826,2,-4.768,1,0.0361,0.00234,0.000342,0.275,0.65,117.625,294053,4
16197,0.232,0.937,4,-4.141,1,0.0998,0.00389,0.0,0.516,0.296,178.431,210507,4
16198,0.4,0.938,4,-5.414,0,0.186,0.0202,2.08e-05,0.0806,0.31,184.577,316561,4
16199,0.907,0.699,10,-6.724,0,0.297,0.256,1.09e-05,0.343,0.68,108.0,173600,4
16200,0.491,0.821,5,-6.67,1,0.0464,0.0624,0.0205,0.135,0.245,74.945,222200,4
16201,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,165853,4
16202,0.311,0.88,1,-7.776,0,0.181,0.0218,3.14e-05,0.98,0.289,166.863,275960,4
16203,0.539,0.857,11,-4.489,1,0.0562,0.00279,0.0,0.124,0.605,154.971,179000,4
16204,0.417,0.948,11,-3.883,1,0.0875,0.335,0.000482,0.146,0.545,115.629,151453,4
16205,0.253,0.952,6,-4.204,0,0.306,0.00213,0.475,0.165,0.189,197.57,125667,4
16206,0.5,0.82,2,-3.517,1,0.0279,6.54e-05,0.0124,0.152,0.307,98.705,246413,4
16207,0.723,0.843,9,-6.29,1,0.0413,0.0243,0.000408,0.161,0.738,123.977,343067,4
16208,0.734,0.477,8,-9.839,1,0.0303,0.399,0.445,0.34,0.628,100.565,205547,4
16209,0.318,0.847,7,-9.743,1,0.325,0.0216,0.000277,0.904,0.187,151.099,354293,4
16210,0.74,0.811,9,-4.148,0,0.0768,0.00155,0.000229,0.107,0.622,103.499,216773,4
16211,0.326,0.965,11,-4.803,1,0.0759,0.437,0.233,0.961,0.318,131.455,253173,4
16212,0.534,0.399,9,-7.872,1,0.0305,0.602,0.0,0.11,0.431,122.894,128493,4
16213,0.384,0.95,2,-7.264,1,0.149,0.161,7.15e-06,0.61,0.454,175.055,148560,4
16214,0.321,0.927,6,-4.663,1,0.124,0.0448,0.0,0.239,0.762,161.466,185271,4
16215,0.577,0.196,10,-25.234,1,0.797,0.945,0.0,0.419,0.405,95.098,74933,1
16216,0.449,0.503,2,-11.419,1,0.0454,0.549,0.0,0.127,0.449,122.955,219063,4
16217,0.694,0.602,0,-5.411,0,0.035,0.243,1.03e-05,0.124,0.413,112.735,261467,4
16218,0.194,0.799,11,-6.74,0,0.0572,0.139,0.0,0.939,0.424,71.484,229384,4
16219,0.282,0.968,2,-7.64,1,0.139,0.169,3.47e-05,0.105,0.304,164.469,279320,4
16220,0.449,0.973,0,-5.97,0,0.0958,0.195,0.00197,0.691,0.226,99.636,261000,4
16221,0.399,0.906,6,-4.176,1,0.0443,0.0111,0.0,0.115,0.569,125.095,194400,4
16222,0.501,0.919,2,-6.594,0,0.0439,0.483,0.314,0.963,0.402,164.969,310520,4
16223,0.166,0.908,1,-8.784,1,0.0858,0.000522,0.000267,0.688,0.281,74.976,283720,4
16224,0.608,0.699,11,-5.459,1,0.028,0.00192,0.0305,0.105,0.85,103.734,226213,4
16225,0.617,0.905,11,-4.585,1,0.0351,0.455,0.578,0.289,0.787,110.957,226240,4
16226,0.456,0.301,0,-15.225,1,0.0617,0.0477,0.0163,0.907,0.35,85.021,133747,3
16227,0.688,0.707,0,-5.836,1,0.0282,0.621,2.46e-06,0.45,0.67,116.47,209293,4
16228,0.591,0.794,4,-5.935,0,0.069,0.183,0.0,0.292,0.875,147.974,221440,4
16229,0.404,0.72,10,-9.18,0,0.0623,5.59e-05,0.836,0.0466,0.475,121.864,258467,4
16230,0.585,0.631,9,-6.084,1,0.025,0.00875,0.000101,0.0765,0.47,142.439,257920,4
16231,0.244,0.979,8,-8.194,0,0.189,7.07e-05,0.114,0.687,0.0384,123.322,209347,4
16232,0.423,0.806,4,-6.245,1,0.0638,0.0184,0.0,0.0382,0.667,184.051,243813,4
16233,0.473,0.829,9,-5.675,1,0.0463,0.0129,0.0166,0.252,0.526,134.432,255601,4
16234,0.796,0.876,5,-2.069,1,0.135,0.0071,1.13e-05,0.324,0.793,98.121,235333,4
16235,0.4,0.938,4,-5.414,0,0.186,0.0202,2.08e-05,0.0806,0.31,184.577,316561,4
16236,0.621,0.547,4,-9.632,0,0.0297,0.0457,0.0282,0.0922,0.361,92.122,269013,4
16237,0.423,0.714,0,-4.01,1,0.0318,0.0804,0.000517,0.082,0.383,84.351,318253,4
16238,0.356,0.877,7,-8.296,1,0.0563,0.202,0.37,0.282,0.806,137.653,410360,4
16239,0.676,0.881,9,-3.728,1,0.0449,0.0209,0.0,0.33,0.837,124.989,159147,4
16240,0.274,0.982,6,-4.032,0,0.157,0.123,0.0135,0.904,0.154,129.367,418253,4
16241,0.37,0.66,4,-5.929,0,0.0364,0.16,8.13e-05,0.953,0.192,90.3,611985,4
16242,0.361,0.974,9,-6.369,1,0.102,0.033,2.4e-05,0.888,0.145,103.225,164533,4
16243,0.771,0.969,9,-5.041,1,0.104,0.0898,0.00133,0.69,0.507,120.812,167800,4
16244,0.341,0.964,11,-5.327,0,0.107,1.26e-05,0.000103,0.151,0.459,152.192,156427,4
16245,0.429,0.841,2,-6.501,1,0.0553,0.0436,0.0,0.0976,0.33,134.37,225160,4
16246,0.283,0.719,3,-9.713,1,0.0562,0.881,0.00713,0.802,0.107,141.251,62040,4
16247,0.549,0.898,2,-4.685,1,0.0368,0.019,0.00307,0.154,0.671,131.983,271347,4
16248,0.494,0.853,9,-4.963,1,0.0806,0.12,0.192,0.254,0.538,141.482,267613,4
16249,0.321,0.647,2,-4.96,1,0.0466,0.00268,7.28e-05,0.276,0.343,128.686,282093,4
16250,0.555,0.94,0,-4.232,1,0.0762,0.0145,0.628,0.057,0.668,131.951,272347,4
16251,0.397,0.958,6,-3.088,0,0.0341,0.000122,0.0203,0.0378,0.416,85.836,423013,4
16252,0.6,0.55,5,-5.917,1,0.0334,0.0837,0.0,0.171,0.492,178.058,204560,4
16253,0.51,0.733,1,-7.949,1,0.136,0.0515,0.0218,0.282,0.734,94.639,299400,4
16254,0.568,0.938,7,-4.737,1,0.0361,0.000158,0.664,0.0579,0.684,122.804,182840,4
16255,0.326,0.946,8,-7.494,1,0.077,0.000882,9.27e-05,0.681,0.13,99.614,261925,4
16256,0.486,0.903,1,-3.558,1,0.0372,0.000282,5.56e-05,0.131,0.304,132.044,194827,4
16257,0.602,0.877,5,-5.12,0,0.056,0.00119,0.0201,0.582,0.441,124.928,202853,4
16258,0.482,0.773,0,-5.695,1,0.0366,0.00632,0.0384,0.087,0.177,131.779,232341,3
16259,0.598,0.746,10,-10.537,1,0.0358,0.0717,0.000226,0.533,0.716,132.372,186600,4
16260,0.302,0.969,9,-4.949,0,0.0689,5.34e-05,0.00733,0.831,0.475,129.997,227893,4
16261,0.643,0.805,2,-7.238,1,0.0476,0.000781,0.578,0.393,0.352,145.029,247240,4
16262,0.262,0.969,4,-4.675,1,0.0894,3.69e-06,0.00213,0.133,0.263,158.433,184040,4
16263,0.629,0.494,2,-7.542,1,0.0285,0.201,0.0,0.103,0.715,116.076,145373,4
16264,0.514,0.864,11,-3.817,0,0.0378,2.05e-05,7.27e-05,0.313,0.698,123.863,266533,4
16265,0.45,0.949,11,-4.181,1,0.0343,2.13e-05,0.0404,0.0977,0.53,124.949,416067,4
16266,0.476,0.619,0,-7.221,1,0.0398,0.0634,0.00075,0.258,0.154,117.113,241227,4
16267,0.386,0.826,11,-5.465,1,0.0321,0.0497,0.0,0.381,0.495,173.867,184133,4
16268,0.437,0.97,2,-2.938,1,0.131,0.000172,0.0,0.504,0.591,188.964,170333,4
16269,0.263,0.962,7,-4.186,1,0.107,5.13e-06,0.0,0.735,0.412,109.847,221493,4
16270,0.315,0.856,9,-3.712,1,0.0492,0.27,0.0233,0.846,0.441,117.236,361360,4
16271,0.439,0.709,0,-3.545,1,0.026,0.00565,0.00152,0.131,0.319,81.331,248640,4
16272,0.737,0.909,6,-3.95,1,0.0314,0.0106,0.0,0.0587,0.769,125.028,156387,4
16273,0.176,0.831,1,-9.025,1,0.0638,0.00225,0.00234,0.903,0.11,81.541,342438,4
16274,0.192,0.742,0,-6.983,1,0.0411,0.117,0.0,0.949,0.407,68.072,298654,4
16275,0.496,0.552,9,-9.428,0,0.0385,0.128,0.712,0.153,0.336,106.643,266440,4
16276,0.759,0.51,9,-14.536,0,0.889,0.851,0.0,0.214,0.819,39.868,41008,4
16277,0.782,0.463,5,-8.599,1,0.0771,0.0977,0.000232,0.083,0.772,99.998,276333,4
16278,0.527,0.663,9,-12.978,1,0.146,0.0587,4.98e-05,0.903,0.641,119.233,241867,4
16279,0.467,0.714,8,-10.828,1,0.0787,0.00037,0.187,0.7,0.0961,104.742,667520,4
16280,0.407,0.896,0,-2.024,1,0.0936,0.00114,0.00479,0.129,0.329,104.342,30213,5
16281,0.601,0.928,7,-4.38,0,0.0481,0.014,0.000113,0.151,0.625,115.999,246533,4
16282,0.547,0.936,1,-4.232,1,0.049,0.00306,0.27,0.278,0.445,91.997,293453,4
16283,0.295,0.929,2,-6.836,1,0.0421,9.9e-06,2.88e-05,0.657,0.336,135.535,259813,4
16284,0.593,0.343,5,-10.959,1,0.031,0.601,0.0131,0.109,0.372,80.289,300000,4
16285,0.442,0.915,0,-7.558,1,0.0424,0.00794,0.000204,0.383,0.467,99.617,276533,4
16286,0.337,0.994,9,-3.787,1,0.145,0.0628,0.0,0.964,0.205,149.825,188147,4
16287,0.759,0.815,7,-9.929,1,0.052,0.655,1.18e-05,0.159,0.599,127.569,264630,4
16288,0.387,0.977,1,-3.591,1,0.138,8.88e-05,0.551,0.244,0.0697,124.93,170452,4
16289,0.498,0.944,3,-3.59,0,0.0708,0.000832,0.0,0.179,0.421,112.045,326933,4
16290,0.756,0.419,2,-13.082,0,0.0289,0.0482,1.71e-05,0.0705,0.555,96.47,270240,4
16291,0.258,0.682,4,-7.11,0,0.0594,0.00489,0.0871,0.188,0.118,66.532,76413,3
16292,0.222,0.99,6,-3.329,1,0.0763,0.000318,0.857,0.955,0.176,134.372,199533,4
16293,0.456,0.788,4,-10.179,0,0.0482,0.0186,0.947,0.367,0.0356,106.951,162114,4
16294,0.721,0.488,4,-10.294,0,0.067,0.0289,0.038,0.18,0.884,152.287,363373,4
16295,0.271,0.704,9,-7.608,0,0.0617,0.0794,1.94e-05,0.351,0.199,73.913,333890,4
16296,0.214,0.958,4,-4.262,1,0.114,0.0971,0.00359,0.935,0.135,76.239,273107,4
16297,0.214,0.974,9,-8.18,1,0.0706,0.00522,0.000844,0.977,0.553,176.451,235613,4
16298,0.527,0.771,11,-7.177,1,0.0769,0.1,0.0529,0.0612,0.411,104.386,354733,4
16299,0.443,0.883,7,-6.923,1,0.068,0.0535,0.000514,0.976,0.594,165.258,248133,4
16300,0.646,0.832,3,-6.817,1,0.0938,0.00861,0.281,0.312,0.594,128.056,232200,4
16301,0.49,0.922,7,-4.84,1,0.0639,0.000174,1.96e-06,0.134,0.51,132.997,238707,4
16302,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,194667,4
16303,0.17,0.825,11,-8.679,0,0.0848,0.0811,0.000641,0.666,0.27,171.656,306867,4
16304,0.24,0.91,2,-6.291,1,0.0987,0.0628,0.0,0.99,0.172,172.058,155587,4
16305,0.561,0.955,1,-3.151,1,0.17,0.0559,1.99e-06,0.686,0.55,110.207,171800,4
16306,0.73,0.722,4,-8.599,1,0.0352,0.214,9.09e-05,0.211,0.409,98.408,276307,4
16307,0.632,0.927,4,-10.163,1,0.049,0.627,0.817,0.0571,0.976,132.722,232731,4
16308,0.269,0.828,8,-4.415,1,0.0445,0.0153,0.0514,0.539,0.363,147.09,461480,3
16309,0.541,0.765,5,-7.033,1,0.0268,0.00884,0.413,0.316,0.405,131.606,247600,3
16310,0.739,0.88,11,-5.569,0,0.161,0.0556,2.17e-05,0.137,0.711,90.629,205040,4
16311,0.371,0.695,2,-7.428,1,0.0851,0.0131,0.00275,0.301,0.577,146.69,245760,4
16312,0.427,0.458,8,-9.428,1,0.0357,0.742,0.0,0.554,0.502,95.162,246267,4
16313,0.64,0.864,4,-4.909,0,0.0869,0.0409,1.55e-06,0.136,0.497,105.107,272667,4
16314,0.616,0.638,6,-8.49,1,0.0345,0.0866,0.0144,0.175,0.738,114.733,183867,4
16315,0.3,0.977,6,-7.114,1,0.146,1.24e-05,0.0148,0.489,0.199,140.591,337573,4
16316,0.337,0.907,7,-6.549,1,0.0632,0.0934,1.79e-06,0.857,0.581,89.75,197291,4
16317,0.397,0.806,9,-5.574,0,0.0425,0.00653,0.227,0.086,0.281,134.431,149333,4
16318,0.328,0.918,2,-5.882,1,0.118,7.7e-05,0.204,0.0737,0.547,113.457,179438,4
16319,0.683,0.746,7,-7.746,1,0.0366,0.149,0.000345,0.0759,0.947,115.433,171480,4
16320,0.154,0.482,2,-9.994,1,0.0477,0.144,0.285,0.116,0.165,94.09,311472,4
16321,0.247,0.892,9,-4.65,1,0.0503,0.00226,3.1e-05,0.361,0.159,143.996,383760,4
16322,0.733,0.909,11,-5.358,0,0.0519,0.0158,0.0,0.462,0.863,114.009,180053,4
16323,0.424,0.922,6,-6.718,1,0.121,0.475,0.21,0.272,0.711,171.414,113600,4
16324,0.517,0.908,7,-5.004,0,0.0408,0.000366,0.0,0.131,0.448,127.033,228853,4
16325,0.55,0.587,6,-8.633,1,0.0251,0.00217,0.0782,0.107,0.323,101.5,306921,4
16326,0.377,0.745,0,-8.171,1,0.0612,0.391,0.00836,0.835,0.381,139.896,299240,4
16327,0.335,0.983,6,-6.395,0,0.102,0.000188,0.201,0.388,0.167,90.217,258480,4
16328,0.487,0.894,10,-8.327,0,0.0793,6.06e-05,0.879,0.91,0.534,112.637,183027,4
16329,0.756,0.441,0,-11.019,1,0.0829,0.00989,0.776,0.0798,0.272,119.949,320533,4
16330,0.322,0.9,0,-6.453,1,0.098,0.0376,0.00977,0.966,0.224,116.804,228547,4
16331,0.576,0.659,9,-5.617,1,0.0383,0.041,0.0,0.0587,0.717,94.853,266040,4
16332,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573,4
16333,0.382,0.754,7,-7.862,0,0.035,0.000965,0.5,0.203,0.51,83.658,207507,4
16334,0.408,0.857,2,-5.71,1,0.034,0.0131,7.44e-05,0.528,0.622,84.197,278693,4
16335,0.765,0.438,4,-11.582,1,0.0358,0.715,0.0,0.0837,0.948,96.359,142093,4
16336,0.436,0.497,7,-13.205,1,0.0266,0.00877,0.00251,0.0961,0.278,96.05,227400,4
16337,0.478,0.978,1,-3.319,1,0.0577,0.0196,0.0,0.29,0.438,127.959,204307,4
16338,0.488,0.325,0,-8.731,0,0.0299,0.402,7.34e-05,0.116,0.074,74.589,253522,4
16339,0.212,0.876,2,-6.177,1,0.15,0.002,0.103,0.855,0.246,77.141,519099,4
16340,0.513,0.395,7,-15.684,1,0.587,0.647,5.28e-06,0.118,0.961,105.139,32266,4
16341,0.293,0.383,2,-6.631,1,0.0267,0.608,0.0,0.29,0.206,101.849,202880,3
16342,0.849,0.772,11,-10.56,0,0.186,0.162,0.000319,0.533,0.887,100.96,146573,4
16343,0.213,0.996,9,-3.276,1,0.101,7.12e-05,0.00182,0.591,0.0409,152.142,163760,4
16344,0.284,0.894,2,-8.49,1,0.0611,0.0437,4.29e-05,0.13,0.455,114.786,323580,4
16345,0.653,0.65,2,-14.64,1,0.0427,0.364,1.14e-05,0.206,0.802,133.897,246782,4
16346,0.395,0.995,0,-4.089,1,0.203,6.31e-05,1.08e-05,0.973,0.0628,125.372,185907,4
16347,0.68,0.889,11,-5.336,0,0.0359,0.00352,0.0,0.106,0.933,132.995,151013,4
16348,0.515,0.917,1,-7.312,1,0.0417,0.000206,0.000495,0.145,0.41,121.989,266187,4
16349,0.69,0.778,4,-5.15,1,0.0276,0.00123,5.7e-06,0.473,0.561,133.987,207067,4
16350,0.601,0.75,2,-6.626,0,0.032,0.00512,0.00789,0.336,0.736,94.004,230853,4
16351,0.364,0.751,9,-8.791,1,0.22,0.359,1.03e-06,0.0743,0.689,168.633,238040,4
16352,0.244,0.875,9,-8.842,1,0.111,0.00013,0.0249,0.405,0.668,100.194,163959,4
16353,0.392,0.526,0,-15.896,1,0.0352,0.438,0.0677,0.172,0.627,141.048,207400,4
16354,0.654,0.837,5,-6.803,0,0.0442,0.0145,0.000908,0.0842,0.632,81.972,236467,4
16355,0.368,0.906,9,-4.118,1,0.0715,0.00157,0.0129,0.399,0.251,150.194,273453,4
16356,0.761,0.541,4,-7.064,0,0.0503,0.0011,5.2e-05,0.122,0.428,116.802,215800,4
16357,0.286,0.988,4,-1.471,1,0.203,0.0147,0.0,0.199,0.303,184.768,147893,4
16358,0.285,0.919,11,-8.919,1,0.0712,0.281,0.000211,0.983,0.662,146.613,143842,4
16359,0.209,0.666,4,-5.336,0,0.0381,0.156,2.03e-06,0.976,0.162,136.366,271120,4
16360,0.41,0.688,0,-12.952,1,0.321,0.803,0.28,0.993,0.772,100.078,43279,3
16361,0.253,0.793,4,-9.682,1,0.178,0.604,2.04e-05,0.651,0.546,95.875,573333,4
16362,0.488,0.851,8,-6.372,1,0.0436,0.00306,0.0963,0.0523,0.173,115.02,305293,4
16363,0.395,0.485,9,-5.54,0,0.0314,0.0125,0.00013,0.101,0.14,122.085,356987,4
16364,0.479,0.928,4,-4.908,0,0.0446,0.0167,6.16e-05,0.125,0.857,87.902,230667,4
16365,0.388,0.862,8,-4.697,1,0.0462,0.0608,2.67e-06,0.982,0.726,157.597,320027,4
16366,0.583,0.928,1,-3.934,1,0.0645,0.00068,0.000685,0.378,0.548,101.431,230240,4
16367,0.456,0.79,8,-7.584,1,0.0393,0.00049,0.000855,0.114,0.316,115.034,263238,4
16368,0.411,0.963,10,-3.511,1,0.145,0.0216,0.000175,0.965,0.405,144.579,267173,4
16369,0.429,0.575,7,-8.684,1,0.0303,0.0115,0.00296,0.074,0.175,100.792,385253,4
16370,0.442,0.965,6,-3.003,0,0.0598,0.00107,0.107,0.146,0.252,130.961,260080,4
