song_id,song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
1hbHXbiiTFYTdepJpbpiBK,Honeydew,LESKY and Eske and Garo,0.698,0.324,5,-11.843,1,0.0329,0.54,0.817,0.0913,0.248,120.003,146000,4,0
1vMoDz369AFQ9bz7uTPGqY,Inner Child,Living Room and Rosoul and Viktor Minsky,0.637,0.415,4,-12.521,0,0.0561,0.204,0.8,0.11,0.562,178.128,103146,4,0
7rqoz1dJdmWNQzQIjcH1G1,Bliss,Tabi,0.703,0.529,1,-10.99,1,0.0436,0.603,0.746,0.113,0.857,159.971,144000,4,0
04dbNPRQDxon4cWm66KKi5,Summer Nights,FRANZ,0.405,0.389,4,-10.292,0,0.0408,0.743,0.529,0.136,0.163,84.642,146453,4,0
77COtrQJSVuA1bCKEY7WXQ,Welcome Home,Louk and Clifford,0.756,0.242,9,-13.628,0,0.187,0.379,0.733,0.0717,0.802,73.996,142703,4,2
0pAZwblmzeso5UGoEMwXEl,JazzStories,Zmeyev,0.739,0.264,11,-15.443,0,0.0515,0.554,0.84,0.0796,0.847,180.018,124069,4,0
43BxBNEHqevxjmBwQCyJy0,Stellar,SamuW and Nofeels and Styn,0.674,0.177,9,-18.132,1,0.208,0.699,0.633,0.091,0.604,78.025,135457,4,2
4J5cgA2Fmjf5tAP44UTZ8k,effervescent,Lamar Azul,0.802,0.652,11,-10.983,0,0.0885,0.149,0.781,0.0991,0.341,93.034,132164,4,0
72SXK79x4Tp9dYzDFJ3Hdj,Goes to Show,Floating Anarchy and Willis.,0.709,0.355,2,-6.839,0,0.0701,0.708,0.67,0.111,0.501,87.027,124828,4,0
2aH7PYX1vdr96PNXdBqmJs,moonlights,Oilix and Saiko,0.628,0.253,0,-14.122,1,0.0307,0.0485,0.441,0.065,0.428,78.018,121154,4,0
7GtPNCWStytQdEmbVJ1NEC,Kranam,Grmmr.126 and mädmäx,0.707,0.502,6,-12.822,1,0.0495,0.596,0.824,0.0751,0.61,87.995,152761,4,0
2KtupI1BToqGyA4bZlycRM,Satori,KaspaHauser,0.714,0.357,0,-9.756,0,0.0468,0.855,0.754,0.111,0.481,104.944,136000,4,0
3Lz53wcrXWj1jnjHkWYEL7,Coffeemaker,Mr Mantega,0.816,0.543,10,-7.66,0,0.0689,0.542,0.658,0.201,0.377,89.983,160000,4,0
707WwrkBaJzeWh9m7uLRMm,sentiments,farewell,0.657,0.423,10,-6.696,0,0.102,0.708,0.932,0.191,0.465,79.764,102453,4,0
5PVJi0Z0PPqda1tneSNPnD,Arpoador,Chancla,0.695,0.324,8,-12.577,1,0.0396,0.703,0.905,0.394,0.312,77.979,140071,4,0
2KXbHPSc2KxCi88Macb5XO,Lucid,Jakspin,0.762,0.554,4,-14.249,0,0.0416,0.321,0.881,0.289,0.694,90.017,146000,4,0
2gTpjgb1NbvPViDHJUPJov,Jonfidence,Loop Schrauber and 3pmbeatz,0.852,0.376,10,-10.791,0,0.0873,0.0428,0.839,0.0754,0.734,85.03,169412,4,0
4rfqbamBmNANSJagibCaal,Beach Flowers,Mujo,0.823,0.122,5,-9.999,0,0.378,0.245,0.918,0.113,0.347,81.027,96029,4,2
42oLYiR9H6qMoSNBoDlCYy,Never Forget Where You Came From,High John,0.417,0.379,3,-16.497,1,0.0347,0.143,0.963,0.129,0.51,161.001,140250,4,0
114GXUgTtjmq5f95HIvxzQ,Brighter Days,Katashi Kaitō,0.677,0.303,10,-15.345,1,0.0885,0.128,0.728,0.124,0.818,168.042,129969,4,0
0T4u09MJxvLaaoEbVe008F,Nina,Grmmr.126 and Mvdk,0.743,0.246,7,-13.126,1,0.282,0.093,0.91,0.105,0.491,80.002,126000,4,2
384y9pHZhzhRW5umBn2Fnb,Golden Hour Jazz,Soul Legend,0.764,0.36,1,-11.866,1,0.0628,0.103,0.854,0.118,0.552,87.083,110345,4,0
648v8GJgMjvWmVOSrhEefM,Lazy Afternoon,Marcos Caixa and 3pmbeatz,0.538,0.314,1,-9.525,1,0.353,0.646,0.279,0.176,0.43,114.629,145920,5,2
41tPCwnxZelcIIdGbz9lRk,Daylit,Konteks,0.791,0.409,3,-14.884,0,0.0679,0.437,0.808,0.177,0.737,93.003,170323,4,0
4ZWQHLoTWPNLBr9eRPg4km,From up there,CrazyJaZz,0.646,0.379,6,-9.415,0,0.037,0.776,0.901,0.143,0.392,84.784,148355,4,0
00oSY6ZhNBI9uDf45e6VMw,Midnight Stroll,CMJ and Chill Select,0.709,0.208,11,-18.08,0,0.106,0.645,0.743,0.0907,0.428,173.993,132414,4,0
7JVR2Z7VMjEwUlsSiwEjF6,The Island,Harry Hawaii and Saiko,0.664,0.264,0,-9.455,0,0.0491,0.224,0.625,0.469,0.302,86.031,140930,4,0
6qFATy6A0wlVvY6jjKzDLW,Himawari,lōland,0.729,0.501,5,-7.706,1,0.0707,0.648,0.938,0.362,0.421,81.981,146322,4,0
3jSslE7Fop3jOjiPYDpVD0,Evenings,Mr. Käfer and Phlocalyst,0.445,0.28,9,-9.553,0,0.0688,0.366,0.908,0.0937,0.349,93.834,169853,5,0
6Qu2SmU6jgmKNhefkWFW0T,Natural Springs,Oaty. and Prime8,0.83,0.263,7,-10.287,0,0.0451,0.885,0.716,0.107,0.467,134.95,138667,3,0
0AsJU94baM12ajt2ddrZRH,sugar and milk,SP-Mato,0.672,0.269,5,-14.616,1,0.205,0.174,0.862,0.111,0.659,171.945,117209,4,2
4gDjDAHlUwUfPgnmkf6fzY,Inglewood,Don Fizzy and Cuebe and LESKY,0.676,0.339,0,-9.336,0,0.0625,0.758,0.85,0.11,0.419,84.961,138353,4,0
1IlKpxGCF9GFhVPnJxswwA,Tonspur Jazz,Jost Esser,0.921,0.432,7,-13.451,1,0.105,0.00401,0.932,0.108,0.519,152.367,100806,4,0
0GtDUjBoDAqaJbJJlDWvvM,Blossoms,DYVN,0.746,0.666,10,-6.08,1,0.113,0.213,0.189,0.114,0.0874,160.056,112000,4,1
3SQS72cQY2TM0nDYJip1yZ,Velvet,Nokiaa and Deauxnuts,0.524,0.485,11,-7.62,0,0.087,0.328,0.899,0.0816,0.508,172.005,108859,4,0
1xz1RiE7nVAeehBCXQsacj,Lagoon,Sátyr and Future of Lofi,0.674,0.464,4,-12.776,0,0.0566,0.344,0.829,0.144,0.287,83.915,140000,4,0
7igGJnNXKKdKPxRAi38LU8,New Day,Katashi Kaitō,0.568,0.413,1,-12.272,0,0.0541,0.549,0.892,0.141,0.578,180.088,149333,4,0
4Cr7zJwUZAw1YIjlLr6F8P,Tropical,Lito Akari and Slowdown,0.673,0.509,9,-9.89,0,0.0497,0.549,0.7,0.0689,0.852,75.007,159144,4,0
1rGvNMdxYGnE6lH2EeMfwQ,Winding Up,Devon Rea and LESKY,0.746,0.334,3,-14.969,0,0.102,0.944,0.888,0.105,0.303,76.002,142105,4,0
74dl7BgtaxeIT6d3jtowxH,The News,Jazzy James,0.85,0.257,9,-13.809,0,0.0563,0.69,0.925,0.109,0.353,120.016,148125,4,0
04f1UBAxHbq95fCMqNnMhC,Love Heals,Zmeyev,0.741,0.507,10,-11.025,0,0.0344,0.574,0.699,0.11,0.395,130.029,151385,4,0
72LFQFzR2ToGnAVjfYWAvZ,Time to Let Go,Mr Mantega,0.715,0.42,7,-10.153,0,0.077,0.379,0.854,0.156,0.291,80.2,156000,4,0
3D1ocQJ4eaN4BPGVPaON7H,Stardust,Smeeagain and Tomas Delfgaauw,0.702,0.323,4,-12.437,0,0.0481,0.228,0.87,0.111,0.35,139.995,140835,4,0
0axF0tI5LlxTE6i9BX09v8,Sunrays,LESKY and M e a d o w,0.742,0.195,7,-13.655,0,0.0478,0.878,0.813,0.115,0.219,148.023,107027,1,0
7b1kvI107ZeTxJ0cIQiPAD,Canal Stairs,En Rie and Lobi9 and WOX,0.721,0.327,1,-12.384,1,0.141,0.728,0.813,0.108,0.414,91.052,134506,4,0
5FEGeOf65KXA6xXVZ6ImW0,Orion,Hans Hu$tle and KOMOREBI,0.58,0.423,0,-12.369,1,0.0663,0.111,0.65,0.696,0.227,82.957,146000,4,1
3eQI51RWRklAXDJvJHGDqm,Coyote's Trail,Peter Kind,0.776,0.569,10,-10.43,0,0.0629,0.0761,0.926,0.11,0.962,151.609,121103,4,0
3Z7kpiNOuQ1gFe0jTtN2r7,Conjunction,Hoffy Beats and Muni,0.674,0.354,11,-12.979,1,0.0427,0.0169,0.107,0.0947,0.229,77.017,123117,4,0
2npdD0HQaiAgneU6uilsx5,Suave Park,Noflik and .multibeat,0.885,0.674,6,-9.996,0,0.0784,0.451,0.591,0.213,0.933,145.9,106547,4,0
7pcny9GYSh3SlKKRgpsKOW,Hard to tell,Phlocalyst and LBL,0.431,0.227,2,-13.53,1,0.0324,0.883,0.948,0.0934,0.139,159.827,147000,4,3
2FJxTKMytSzaKDyblxbqJN,Nature & Me,7&Nine and Chill Select,0.562,0.392,8,-13.203,0,0.377,0.741,0.409,0.0829,0.705,83.611,125714,4,2
5UOEqPy7F43vKGjUgjKdwI,See Jay,Nokiaa and Sling Dilly,0.478,0.673,10,-6.372,0,0.0771,0.0358,0.557,0.189,0.449,79.203,132844,4,0
2fPtFdtqKVF2JV7Yu9aanO,Stars,Saiko,0.823,0.567,0,-8.618,0,0.0916,0.868,0.633,0.154,0.766,91.007,111923,4,0
0XXbGl2ltppU3W1C0dWGWw,The Element,twuan,0.781,0.346,5,-8.259,0,0.0586,0.807,0.866,0.129,0.494,80.777,96193,4,0
4soinNVuhmLyhdPhz8vnbq,blitzlys,damaa.beats and Frogman,0.787,0.341,1,-9.337,1,0.046,0.443,0.533,0.101,0.745,84.106,150555,4,0
1Q5NtNlNWlXglBiBBX4QHM,Daydate,MF Eistee and Dezi-Belle,0.643,0.543,6,-8.367,0,0.315,0.49,0.0434,0.13,0.842,84.545,96000,4,2
1v3XvU16bA9lJlTBcRwrIG,Desert Flower,Jost Esser and Golden Ticket Tapes,0.671,0.33,11,-7.825,0,0.0809,0.544,0.638,0.0847,0.438,75.041,140800,4,0
7cMPDVrjLxyhXHNbqM4y6i,Lockdown,Richie Rych,0.681,0.409,11,-12.027,1,0.071,0.0337,0.759,0.113,0.384,176.003,120968,4,0
1L0hBjHsPmwT8vCEQYtAzi,Autumn Sun,Myríad,0.672,0.31,4,-11.222,0,0.0368,0.905,0.945,0.121,0.18,81.989,122927,4,0
314RevBqs4yM87xsFFhAA1,Hit Snooze,High John and Sandro Sáez,0.602,0.181,10,-16.777,0,0.0444,0.699,0.888,0.125,0.364,86.055,125105,4,0
6dAK0NwYxgoA784pRinTYX,Hug Cloud,Zmeyev and T.Check and Zhen,0.412,0.314,4,-14.258,0,0.0705,0.984,0.897,0.1,0.472,174.942,110769,3,0
7mDJbmhpRNLdmSeqzl5PhB,Habitual,Sebastian Kamae,0.809,0.343,9,-10.838,0,0.112,0.894,0.949,0.0919,0.146,79.977,114000,4,0
6WmRBi6cxOll8MLNVMKkNp,JayJungle,Duan Wasi,0.867,0.406,5,-13.693,0,0.703,0.0963,0.00271,0.0921,0.705,152.111,101632,4,2
0e9GsmAhCsAXxe64FkejEh,Waterfall,Sem0r,0.618,0.126,8,-13.856,1,0.0477,0.742,0.932,0.134,0.245,85.98,103053,4,0
32SebboTVV30b9Atx9OKFU,comme ça.,UKDD and Linearwave,0.711,0.199,6,-13.348,1,0.0547,0.902,0.857,0.108,0.627,91.976,97463,4,0
19JO8uOgyZZf9zBZnpGwtb,Too Soul,Tabi,0.511,0.8,11,-7.286,1,0.0689,0.0598,0.89,0.189,0.47,80.012,131000,4,0
4UwLr7EgawoWfBO30za5Xz,Sun Touch,Rudy Raw and Myríad,0.66,0.355,7,-15.294,0,0.135,0.828,0.894,0.0964,0.55,85.049,146824,4,0
2cVSY76Kbh7lt6c4s3Dyl2,Tessin,lorleaf,0.658,0.243,11,-12.704,0,0.0857,0.737,0.898,0.0756,0.425,78.062,130401,4,0
1N04jj5jEbkgLC1PGTwolz,Pensive,RLLBTS,0.669,0.544,4,-10.772,0,0.0307,0.366,0.821,0.122,0.838,148.081,158608,4,0
2EL0bP3jl0NtWNxlv23fyd,Mississippi,Don Fizzy and Cuebe and LESKY,0.553,0.484,7,-10.529,0,0.364,0.186,0.912,0.122,0.608,78.426,138353,4,2
2pqksiiEz7QDEVMPm6AxH7,Night Jam,Floating Anarchy,0.736,0.278,4,-11.626,0,0.0627,0.543,0.879,0.0917,0.26,82.038,122927,4,0
4YSfx207ylk9FMY6VfIAhd,Moody,Living Room and damaa.beats,0.757,0.286,1,-12.742,0,0.124,0.792,0.755,0.0688,0.648,80.994,148729,4,0
1V7S0owBfvZjpQcwkKukIA,Perpetual,Phlocalyst and Akīn,0.428,0.152,7,-13.096,0,0.0547,0.864,0.917,0.108,0.177,86.902,136552,4,0
6s2CxU2BJQuBdPYmLbjkHQ,broadway street,farewell,0.439,0.389,10,-13.63,0,0.0429,0.914,0.679,0.109,0.543,78.962,146590,4,0
52uThjP5ZMRijeBTKUMUkS,Out for a Stroll,Tabi,0.656,0.601,0,-8.093,1,0.096,0.527,0.279,0.256,0.0384,80.006,222000,4,1
5763XSbc9rVp3N9l6O2Nu9,Fables Of Tales,Terce S. and POSTPARTUM.,0.601,0.243,11,-13.289,0,0.0584,0.816,0.799,0.0828,0.422,155.982,116000,4,0
7fzBwaENsIzmYQnkNXtqPj,Magnifying,Sam Cross and JinSei and Tibeauthetraveler,0.563,0.273,10,-10.872,1,0.031,0.692,0.705,0.119,0.344,85.424,113330,4,0
43got7b21DC6igGK9P2oHu,ST13,Jazzy James,0.596,0.385,4,-15.744,0,0.0353,0.889,0.939,0.139,0.304,146.003,140250,4,0
5ncldgDWSVHunEXD3nv7Ct,Bloom,KOMOREBI and lofistef and RJtheGiant,0.777,0.393,5,-9.993,0,0.178,0.837,0.806,0.109,0.76,75.069,122171,4,0
1fchzZDR5OAZmYaiNw4lCw,Breeze,Mylo B,0.7,0.135,2,-14.543,1,0.0612,0.757,0.793,0.255,0.485,144.067,113398,4,0
52330Mn42K1caujwMhQOUw,Sleepwalking,Josa,0.768,0.365,1,-7.712,1,0.164,0.55,0.835,0.102,0.379,75.702,141998,4,0
2Uzm1lTOYLDNuznEAMMqnl,Drops,Terce S. and POSTPARTUM.,0.671,0.354,3,-10.955,0,0.0618,0.583,0.888,0.0929,0.167,82.996,134000,4,0
4cueG0krmtYkEwLMCFOJqJ,harvest,DRWN.,0.65,0.0759,6,-13.085,0,0.244,0.708,0.00137,0.134,0.518,78.921,121519,4,2
2fcsZk3v6B5vPtDULRXi16,brush strokes.,MF Eistee,0.858,0.326,5,-10.759,0,0.165,0.785,0.805,0.11,0.827,86.075,111628,4,0
7724wSPiV8l8l7cGx7k8LU,Jupiter's Moon,SamuW and Nofeels,0.815,0.425,10,-17.052,0,0.415,0.32,0.767,0.0847,0.861,81.953,130259,4,2
1EqwgXpW3lcC4yCVF4fULx,Flowers Arise,Krynoze and Novvel,0.713,0.307,11,-7.662,0,0.0501,0.338,0.167,0.144,0.247,79.868,134000,4,0
6UMSnFNKH8Wb3PTZV5rQIE,Distances,Lo-Fi Tigers,0.495,0.256,3,-16.14,0,0.0589,0.965,0.849,0.105,0.629,79.52,116342,4,0
22TqEu9zWwmzAerQAAqyk7,Sweet Sunset,Iassu,0.788,0.558,1,-9.918,1,0.212,0.463,0.883,0.12,0.463,77.994,98500,4,2
3MZM6vRRO8f459kxgEULg8,Don Lemon,Sátyr and FLKS,0.819,0.472,0,-10.961,1,0.146,0.229,0.892,0.0933,0.617,90.018,104036,4,0
4RIDlA3Zk2a1KMoIG2jiXd,Bout A Thing,Terce S. and POSTPARTUM.,0.431,0.316,1,-10.234,0,0.161,0.361,0.0811,0.178,0.375,164.508,120000,4,1
5EThnlyGxPua0H7YuUbWf2,Cidade,Jakspin,0.695,0.43,6,-12.037,0,0.0695,0.175,0.821,0.132,0.377,85.997,130000,4,0
2qHy5286NNXTEMmXWOQ9q5,Lilutu,Sátyr and Hoffy Beats,0.56,0.476,0,-15.064,1,0.126,0.932,0.952,0.097,0.169,80.991,109630,4,0
7HtcTqT9ib4EQAfYNRQnMF,Gravity,SamuW and Nofeels and Fona,0.46,0.288,1,-13.262,0,0.355,0.68,0.726,0.366,0.691,67.039,109741,4,2
4Rr8wJMtWyrOZTjEFwW06Y,Holiday,Vincent Rayn,0.438,0.416,4,-11.552,1,0.0516,0.862,0.892,0.12,0.334,139.932,142490,4,0
66nEqm23ukvcpyTw9xE9Tj,All in blues,Don Philippe and Rzuma,0.679,0.088,2,-20.814,1,0.103,0.828,0.909,0.11,0.754,127.223,122757,4,0
01CY7LwNowtoiakTGuTBqa,Star Trip,Smeeagain,0.637,0.392,0,-10.119,1,0.0985,0.048,0.85,0.0661,0.311,78.192,170962,4,0
0fuUjvuE6pRn0bUYTLmhDc,Up & Down,Drxnk and Myríad and Golden Ticket Tapes,0.634,0.323,0,-11.306,0,0.178,0.894,0.808,0.113,0.371,83.003,136891,4,0
1sW6RBVpTzZajIbKxVyrU5,Hold Me,Sátyr and cløse2u,0.403,0.238,10,-16.498,0,0.0481,0.956,0.921,0.132,0.121,147.929,158919,4,3
5sSCNlXnXyT62dX2UKzcOP,Dont Bother Me,Jr. Wellness,0.624,0.182,11,-24.086,0,0.0513,0.166,0.645,0.347,0.137,92.03,135652,4,0
5N9Tg62nS4YOpIedF4cxXt,Stopover,Soupbox and POSTPARTUM.,0.802,0.312,6,-12.867,1,0.0457,0.113,0.0876,0.082,0.494,87.978,111794,4,0
45aoCnpHOoqF7uBv50V6D2,Reverie,Spectateur and La Cantina,0.684,0.461,2,-7.484,0,0.0341,0.478,0.0701,0.117,0.578,145.056,188000,4,1
3tHfyC2FvY53el71ptmkkm,Hay,Nick Mosh and Half Empty and Sacnid,0.686,0.422,8,-11.919,1,0.0702,0.573,0.875,0.153,0.22,80.995,207400,4,0
1hxqIrbn790zZqwIN45ygU,If Only,Tabi,0.649,0.461,6,-10.842,1,0.0373,0.913,0.913,0.108,0.29,85.038,169412,4,0
3aqPX4Q50YzhYg9rGYutI0,One for Sadie,Dr. Dundiff and cocabona,0.695,0.179,2,-10.828,0,0.598,0.876,0.962,0.111,0.12,76.499,138039,4,2
1oDKsIAQdxc9aA5JEArqSk,Cuba Libre,Hoffy Beats and SP-Mato,0.635,0.568,1,-9.402,0,0.0519,0.63,0.93,0.0809,0.808,87.915,106519,4,0
3DfHxuztYjU0mXwLQ6zJN4,Walkin,Jazzy James and Loek Van Den Berg,0.658,0.286,4,-14.164,0,0.257,0.75,0.207,0.873,0.406,74.332,124250,4,2
4k8lA00IZXWsj3FPIpqdtG,Rest,Ozelot and popadiclo and naims,0.769,0.438,9,-19.425,0,0.157,0.402,0.9,0.11,0.467,154.041,149610,4,0
2jG5D5PT8MAkNO3cAjOMWi,Funky Wizard,MAFFYN and Nick Mosh,0.75,0.587,11,-10.392,0,0.074,0.368,0.867,0.145,0.41,80.013,86683,4,0
5QnPADMagigjzsBGNOIXIL,Unintruded,Wacho,0.446,0.374,6,-7.619,0,0.062,0.414,0.252,0.245,0.334,77.976,195007,4,1
2h9Mvp0AsbMkO4ucUQ1D4m,Delicious,Zmeyev and Screen Jazzmaster and .Eehou,0.844,0.415,2,-9.624,0,0.211,0.147,0.66,0.111,0.323,85.013,124000,4,2
57gfGCAZMdVkwxcHNQrar4,Mulholland Drive,LESKY,0.748,0.415,7,-11.655,0,0.0635,0.375,0.882,0.107,0.419,160.042,147000,4,0
0qHWLH1msM5dfrwcYtCq4Y,Space Maneuvers,Loop Schrauber and 3pmbeatz,0.846,0.255,10,-14.348,1,0.161,0.256,0.571,0.113,0.443,85.103,135529,4,0
4sCMICmVUPkNkYTmYK5Cn0,Ifeyinwa,Wilczynski,0.744,0.478,11,-10.504,0,0.0359,0.408,0.683,0.441,0.589,79.497,132011,4,0
64rpAEVCUCqQbsHUzewbdM,Red Canyon,Phlocalyst and Midan,0.697,0.344,9,-14.509,0,0.0377,0.928,0.946,0.101,0.213,87.993,144545,4,0
2MTYZm8JCYRyPvO1wXq9fl,Limitless Romance,Oilix and Mozzie,0.731,0.308,7,-13.511,0,0.0955,0.907,0.884,0.107,0.515,79.984,145500,4,0
5shRAbjr263aLdUb7CjpTR,Silk,Seb Zillner and Lazlow,0.504,0.286,0,-13.259,1,0.062,0.669,0.645,0.116,0.405,132.959,129067,4,0
3UujQFUxSAftqnTbRgP7vv,Sea Sky,Fed Nance and Golden Ticket Tapes,0.669,0.446,8,-10.522,0,0.0535,0.895,0.854,0.112,0.428,78.961,101750,3,0
3HQmaWbeIqFZNzs4oASYMv,5th Avenue,Simber and Lofi Sax,0.687,0.585,3,-8.538,1,0.038,0.395,0.468,0.129,0.334,81.959,142614,4,0
2N5acVYBPwXHVxcSJZhI0Y,Shipping Included,Dualizm,0.426,0.0889,10,-14.598,0,0.108,0.94,0.941,0.128,0.512,84.368,104471,4,0
5zzWvp5bQjPfbaPV2azsvO,Night Café,KLIM,0.622,0.341,1,-14.801,1,0.0493,0.0347,0.0175,0.12,0.665,83.032,166500,4,1
2X7P7uAfV5MLqz4tXUttXO,sundaythefirstofaugust,Webmoms,0.753,0.22,11,-14.209,0,0.0583,0.949,0.934,0.115,0.397,139.048,157947,4,0
7JKjSDSNoOxneR1kghcG7W,Catch-A-Bus,Dualizm,0.831,0.503,1,-12.272,1,0.201,0.81,0.517,0.234,0.664,109.367,128000,5,2
6I96KSEuwVp6yTjMdXBotU,It's All Good,KaspaHauser,0.784,0.413,8,-6.541,0,0.116,0.161,0.829,0.114,0.961,140.015,140571,4,0
7gGnAhtnNGl4vMalW6EJzp,Into the Night,Leo Motta and Blood Beatz and Walter Villaça,0.49,0.438,1,-13.171,0,0.136,0.298,0.00281,0.105,0.403,175.824,136364,4,1
6oUSLN34FhyBFIRjCqhOj5,Trilemma,Joshua Woolf,0.647,0.45,8,-10.141,0,0.0382,0.66,0.901,0.109,0.245,79.985,196500,4,0
4Tr3RgG7XrLgbfXKUMJQP5,Parallel,Sátyr and Drxnk,0.575,0.124,4,-16.339,0,0.0309,0.896,0.898,0.101,0.0402,78.005,160962,4,0
0rLoQUUz7UIqjeCNG9G7Hx,Trinity,Zmeyev and Screen Jazzmaster and Phlocalyst,0.763,0.51,6,-6.789,0,0.0427,0.126,0.967,0.234,0.5,90.12,156000,4,0
37epo0IlVLqTNr6Ci8kLSq,Aurora,milligon and Banks,0.62,0.323,8,-19.766,1,0.179,0.805,0.907,0.105,0.0526,166.173,115663,4,0
0e3ist1DMoAGBCV7tyNaZ1,Midnight Cruisin',Soul Legend,0.811,0.624,6,-9.067,0,0.0953,0.0302,0.111,0.16,0.923,174.039,132414,4,1
25OXtJck3gq1rl1s7NJ7ci,Aquarell,damaa.beats and Sátyr,0.741,0.236,10,-12.214,0,0.0457,0.787,0.781,0.101,0.384,86.034,123461,4,0
6lAsOTYy9HNXccda1MuDuK,Late Rain,IAMPAUL,0.873,0.413,10,-7.571,0,0.115,0.543,0.0306,0.133,0.25,83.988,138577,4,0
5eGudVjKBBSQNDQRF6lf0T,Portal Beach,Inf and Louk,0.858,0.273,0,-10.156,1,0.072,0.432,0.788,0.128,0.453,75.165,135649,4,0
6UlFkBaRpXoKxh17layBXn,Motion,Lazlow,0.833,0.619,7,-8.185,0,0.0526,0.158,0.914,0.351,0.397,139.927,127373,4,0
2G1fPj8kstbC9wPMZGRJF2,Parallel,Konteks and Cultura,0.767,0.264,10,-10.198,0,0.214,0.277,0.713,0.0691,0.36,86.97,88276,4,2
6PHWInqnSLIxLw12qpiiHp,Daydreams,Stan Forebee,0.659,0.453,7,-17.4,1,0.112,0.94,0.928,0.109,0.192,78.005,136772,4,0
2JxhWbk2siRxnUl8LQYB2Z,The Place Where It Started,High John and Sandro Sáez,0.422,0.254,8,-15.462,0,0.0923,0.0649,0.785,0.067,0.306,225.187,118184,3,0
3qhA58HXRsIpSkevqOhBUR,Queensbridge Sunrise,Shuko,0.744,0.56,0,-5.448,1,0.0302,0.123,0.896,0.193,0.725,88.998,123587,4,0
7uS16BxAtHTTUgloivM6iy,The Mountain,Guzimi and Grmmr.126,0.51,0.553,7,-10.208,1,0.203,0.638,0.206,0.138,0.545,86.597,99310,4,2
7wv5ybUzYXGhig5gVBxpXS,Serendipity,Funcc. and Epifania,0.667,0.206,7,-11.667,1,0.0401,0.504,0.888,0.209,0.165,84.015,145714,4,0
1Nwnj9ugENubiCoq0Vu1kN,Dirty Neon,damaa.beats,0.81,0.287,10,-12.502,0,0.0912,0.423,0.193,0.11,0.237,80.057,144062,4,0
0c2OGxZ5mUitYu0nClQBIW,fresh brew,UKDD and Hoffy Beats,0.687,0.575,11,-8.188,1,0.0798,0.587,0.907,0.0771,0.89,73.006,133151,4,0
6Y6pwYK2Gk3pqmYueVcuE1,Satin,Nokiaa and Deauxnuts,0.666,0.554,9,-8.154,1,0.0387,0.87,0.468,0.0704,0.0603,86.99,126909,4,0
3hyKH9IW6LUHg8eTFagrpj,Tren Al Sur,Xochi Krausse,0.77,0.248,5,-13.275,1,0.0401,0.856,2.72e-05,0.0851,0.289,112.074,235982,4,1
0RZ5fW0i0FfCHCpteE5eJG,La Celula Que Explota,Aurelia Goldspark,0.579,0.159,11,-10.757,0,0.0356,0.891,4.14e-06,0.107,0.192,129.856,132923,4,0
1BfG1GebmxE0OWl0lz1E3l,Pobre De Ti,Eloise Freud,0.525,0.375,4,-9.509,0,0.0514,0.777,5.41e-06,0.172,0.691,91.71,230684,4,1
3ycUofTqfgzI1HukxVbcYj,Gimme Tha Power,Paco Rommel,0.636,0.206,1,-13.225,1,0.0722,0.901,6.55e-06,0.0703,0.495,135.587,229191,4,1
3RZuoHtuX5ZJsqbAtJu8Cw,El Microbito,Kendra Soliz,0.52,0.156,11,-14.423,1,0.0522,0.872,0.00123,0.0958,0.509,173.914,194875,3,1
3GSFaZ8m1nTEzZaZ5bco11,El Matador,Roberta Loki,0.468,0.126,9,-14.163,0,0.0411,0.921,0,0.101,0.319,107.835,151765,3,0
5usKouO9EPZnbzztaZd9jw,Andar Conmigo,Leopoldo Lopez,0.522,0.201,2,-13.073,1,0.0314,0.569,0.000139,0.176,0.408,107.305,238875,4,1
1s1XgeIjN3tyyuduv3VhRU,Fuji,Loli Molina,0.57,0.0706,8,-16.053,1,0.0366,0.972,3.09e-05,0.105,0.117,129.166,278713,4,3
5hdO9pJEp8Ht35PzrQjWqT,Las Flores,Xochi Krausse,0.664,0.321,2,-9.669,1,0.0303,0.53,0,0.0905,0.429,115.767,179125,4,1
0xq83JuGO0zzaUuIAJXKMQ,Lucha De Gigantes,Mac Gregor,0.544,0.318,6,-10.18,0,0.0382,0.794,0,0.111,0.412,149.836,226113,3,1
5p1RdRVrH5uXL7xKF2lWby,Oye Mi Amor,Anabel,0.617,0.149,11,-16.598,0,0.0398,0.963,2.03e-05,0.118,0.292,130.052,195346,4,0
3yxoXsE9d1DTg6f1TGESig,Fin,Islas,0.325,0.404,7,-11.0,1,0.0354,0.906,0.162,0.11,0.287,96.975,216747,3,1
0hbK1n62deXhuCCRXA3ZhL,Es Tan Facil Romper Un Corazon (feat. Mau Barona),Chris Correa,0.697,0.404,9,-8.892,1,0.0308,0.937,0.00068,0.102,0.192,116.96,224004,4,1
1N3v2HrPNYzaDYrcTSzf1y,Entre Dos Tierras,Lvlxby,0.59,0.362,7,-11.176,1,0.026,0.773,0.793,0.182,0.192,134.031,303835,4,1
426wx76fpCWUUsZwfjGh1j,Llueve Sobre La Ciudad,Sámdalo,0.455,0.205,8,-12.163,0,0.0309,0.879,1.93e-06,0.108,0.313,150.951,247648,4,1
